coin,short_venue,long_venue,long_leg_n,hours,days,pos_frac,median_spread_apr,mean_spread_apr,p25_spread_apr,slope_apr_pts_day,short_leg_median_apr,long_leg_median_apr,rt_stress_pct,net_apr_30d_pct,net_apr_14d_pct,breakeven_days,short_venue_reachable,long_venue_reachable
MERL,bybit,LBank,137,801,33.4,0.569,25.9,18.4,0.0,-0.112,36.8,10.9,0.41,20.9,15.2,5.8,untested,blocked
JASMY,bitget,Bitfinex,150,801,33.4,0.89,25.8,83.1,10.9,2.629,10.9,-20.4,0.42,20.7,14.8,5.9,untested,untested
LINK,Crypto.com,okx,69,1433,59.7,0.797,25.7,15.1,7.5,0.099,23.2,-2.5,0.4,20.8,15.3,5.7,reachable,untested
AIXBT,binance,Crypto.com,277,1437,59.9,0.781,25.6,44.1,16.2,0.078,10.9,-14.7,0.4,20.7,15.2,5.7,untested,reachable
AAPL,okx,Nado,105,1433,59.7,0.774,25.5,14.6,1.2,0.186,0.0,8.4,0.4,20.7,15.1,5.7,untested,reachable
SOXL,Coinbase,binance,270,1121,46.7,0.806,25.4,20.7,8.8,-0.141,25.4,0.0,0.4,20.5,15.0,5.7,blocked,untested
SAMSUNG,LBank,okx,145,801,33.4,0.566,25.2,13.8,0.0,-0.57,0.0,-0.0,0.4,20.4,14.8,5.8,blocked,untested
MEGA,binance,Crypto.com,145,1437,59.9,0.927,25.2,32.0,25.2,0.212,10.9,-14.3,0.4,20.4,14.8,5.8,untested,reachable
ATOM,aster,MEXC,270,1417,59.0,0.989,25.1,22.1,17.0,-0.134,10.9,-14.1,0.38,20.5,15.2,5.5,untested,blocked
EIGEN,binance,Coinbase,152,1437,59.9,0.864,25.0,18.6,15.8,0.435,10.9,-14.0,0.4,20.1,14.5,5.8,untested,blocked
XAG,Bitunix,okx,91,1433,59.7,0.648,24.6,9.1,-4.9,0.251,24.6,0.0,0.4,19.8,14.2,5.9,blocked,untested
APT,bybit,Crypto.com,270,1417,59.0,0.929,24.6,42.7,15.4,-0.588,7.0,-13.6,0.41,19.6,13.9,6.1,untested,reachable
DOT,aster,Deribit,270,465,19.4,0.725,24.2,21.7,-3.5,2.175,10.9,-13.2,0.38,19.6,14.3,5.7,untested,untested
DOT,aster,Deribit,270,465,19.4,0.725,24.2,21.7,-3.5,2.175,10.9,-13.2,0.38,19.6,14.3,5.7,untested,untested
BIO,bybit,CoinEx,235,1433,59.7,0.835,24.1,15.4,10.9,0.349,10.9,-17.6,0.41,19.1,13.4,6.2,untested,blocked
ADA,aster,Kraken,270,1417,59.0,0.867,23.9,18.2,9.4,0.349,10.9,-18.7,0.38,19.3,14.0,5.8,untested,reachable
ADA,aster,KuCoin,270,1417,59.0,0.819,23.8,19.2,3.8,0.389,10.9,-23.1,0.38,19.2,13.9,5.8,untested,reachable
MAGMA,aster,Variational,2160,787,32.8,0.934,23.8,40.5,0.0,-0.252,46.3,10.9,0.38,19.2,13.9,5.8,untested,blocked
H,binance,KuCoin,298,1153,48.0,0.729,23.6,40.0,0.0,1.139,46.6,10.9,0.4,18.7,13.1,6.2,untested,reachable
ATOM,aster,Bitunix,270,1417,59.0,0.881,23.4,16.5,8.6,0.258,10.9,-14.8,0.38,18.8,13.5,5.9,untested,blocked
AXS,binance,Orderly,174,1437,59.9,0.897,23.3,16.7,10.2,0.206,10.9,-12.3,0.4,18.4,12.9,6.3,untested,reachable
INX,aster,LBank,1269,801,33.4,0.582,23.3,29.6,0.0,-0.545,42.9,10.9,0.38,18.7,13.4,5.9,untested,blocked
TSLA,Crypto.com,binance,270,1417,59.0,0.825,23.2,14.9,5.0,1.002,23.2,0.0,0.4,18.3,12.8,6.3,reachable,untested
GALA,aster,Crypto.com,145,1433,59.7,0.957,23.2,26.1,20.2,-0.205,10.9,-12.3,0.38,18.6,13.3,6.0,untested,reachable
LTC,dydx,Coinbase,1000,178,7.4,0.994,23.1,34.3,13.6,3.946,22.1,-2.6,0.4,18.2,12.7,6.3,untested,blocked
XAG,edgeX,okx,91,1433,59.7,0.731,23.0,9.5,-0.9,0.221,23.0,0.0,0.4,18.2,12.6,6.3,blocked,untested
LIT,binance,KuCoin,539,1137,47.4,0.795,22.8,17.6,9.2,-0.439,10.9,-11.8,0.4,17.9,12.3,6.4,untested,reachable
CHZ,aster,CoinEx,912,1433,59.7,0.957,22.8,22.5,10.9,0.081,10.9,-11.8,0.38,18.1,12.9,6.1,untested,blocked
HYPE,Coinbase,dydx,1000,178,7.4,0.949,22.3,19.6,15.8,3.787,24.5,0.0,0.4,17.5,11.9,6.5,blocked,untested
XAG,Orderly,dydx,1000,999,41.6,0.989,22.3,18.4,10.9,-0.047,22.3,0.0,0.4,17.5,11.9,6.5,reachable,untested
ZHIPU,tradeXYZ,bybit,106,841,35.0,0.65,22.2,24.3,-36.3,0.608,55.1,0.0,0.41,17.3,11.6,6.7,blocked,untested
LTC,dydx,CoinEx,1000,171,7.1,0.965,22.1,31.0,9.9,4.114,22.4,0.0,0.4,17.3,11.7,6.6,untested,blocked
AERO,aster,KuCoin,2160,1139,47.5,0.633,22.0,11.4,0.0,0.699,10.9,-22.1,0.38,17.4,12.1,6.3,untested,reachable
XAG,WhiteBIT,binance,539,1421,59.2,0.879,21.9,14.2,10.3,-0.166,21.9,0.0,0.4,17.0,11.5,6.7,reachable,untested
BZ,bybit,WhiteBIT,270,1417,59.0,0.763,21.9,14.2,11.0,0.033,0.0,-21.9,0.41,16.9,11.2,6.8,untested,reachable
BTW,aster,edgeX,2160,1423,59.3,0.623,21.9,13.4,-25.8,-2.242,95.2,69.4,0.38,17.3,12.0,6.3,untested,blocked
MEGA,binance,Bitunix,145,1437,59.9,0.662,21.9,13.5,0.0,0.163,10.9,-10.9,0.4,17.0,11.5,6.7,untested,blocked
AKE,aster,Extended,1440,203,8.5,0.645,21.7,39.2,-0.4,2.756,37.9,11.4,0.38,17.0,11.7,6.4,untested,blocked
KSM,bybit,Variational,172,801,33.4,1.0,21.7,28.5,8.1,-1.277,10.9,-10.7,0.41,16.7,11.0,6.9,untested,blocked
NBIS,aster,WhiteBIT,270,1417,59.0,0.791,21.5,85.7,10.9,2.597,0.0,-16.6,0.38,16.8,11.6,6.5,untested,reachable
MEGA,binance,Nado,145,1437,59.9,0.998,21.2,19.3,18.2,0.036,10.9,-10.3,0.4,16.4,10.8,6.9,untested,reachable
APT,aster,Variational,270,169,7.0,1.0,21.1,21.6,18.2,0.616,10.9,-11.4,0.38,16.5,11.2,6.6,untested,blocked
ORCL,okx,Crypto.com,151,1433,59.7,0.567,20.8,40.1,-5.0,0.331,0.0,-2.8,0.4,16.0,10.4,7.0,untested,reachable
XPD,bitget,HTX,297,1437,59.9,0.557,20.6,38.4,0.0,0.427,19.5,0.0,0.42,15.5,9.6,7.4,untested,reachable
HYPE,dydx,Orderly,1000,175,7.3,0.634,20.5,20.5,-9.5,-0.72,0.0,-20.1,0.4,15.6,10.1,7.1,untested,reachable
LYN,BingX,aster,1440,1437,59.9,0.633,20.2,25.3,-1.4,0.191,66.4,24.0,0.38,15.6,10.3,6.9,reachable,untested
NVDA,Coinbase,binance,279,1417,59.0,0.859,20.1,13.7,7.0,-0.12,20.1,0.0,0.4,15.3,9.7,7.2,blocked,untested
MINA,okx,CoinEx,315,1433,59.7,0.947,19.9,28.5,10.9,0.084,10.9,-15.7,0.4,15.1,9.5,7.3,untested,blocked
AVAX,bitget,Lighter,270,1417,59.0,0.886,19.9,16.0,4.8,0.033,9.4,-14.9,0.42,14.8,9.0,7.7,untested,blocked
APE,aster,KuCoin,112,1433,59.7,0.681,19.8,25.8,0.0,0.641,10.9,-8.9,0.38,15.2,9.9,7.0,untested,reachable
LTC,dydx,Nado,1000,178,7.4,0.865,19.7,29.5,3.9,5.064,22.1,3.8,0.4,14.8,9.3,7.4,untested,reachable
AAVE,ApeX,okx,69,1433,59.7,0.933,19.5,14.7,9.4,0.077,10.9,-8.5,0.4,14.6,9.0,7.5,blocked,untested
LTC,dydx,Extended,1000,178,7.4,0.86,19.5,28.2,5.7,5.234,22.1,9.2,0.4,14.7,9.1,7.5,untested,blocked
BTW,aster,Bitunix,2160,1423,59.3,0.614,19.5,14.7,-23.3,-2.137,95.2,69.4,0.38,14.9,9.6,7.1,untested,blocked
LDO,okx,Backpack,73,1433,59.7,0.759,19.5,14.8,3.6,0.426,10.9,-8.5,0.4,14.6,9.0,7.5,untested,reachable
AVAX,aster,Variational,270,169,7.0,1.0,19.5,19.7,17.6,0.467,10.9,-8.5,0.38,14.8,9.6,7.1,untested,blocked
AVAX,bitget,Kraken,270,1417,59.0,0.902,19.4,16.1,11.5,0.215,9.4,-13.4,0.42,14.3,8.5,7.9,untested,reachable
CRV,dydx,Extended,1000,178,7.4,0.719,19.3,28.7,-2.6,3.245,0.0,-19.3,0.4,14.4,8.8,7.6,untested,blocked
AKE,aster,Bitunix,1440,1437,59.9,0.615,19.3,63.2,0.0,-1.499,45.6,10.9,0.38,14.7,9.4,7.2,untested,blocked
ETHFI,binance,Kraken,539,1421,59.2,0.852,19.2,25.2,13.0,0.042,10.9,-8.3,0.4,14.3,8.8,7.6,untested,reachable
LINK,aster,Pacifica,270,1417,59.0,0.724,19.1,12.9,0.0,0.167,10.9,-8.1,0.38,14.5,9.2,7.3,untested,blocked
ATOM,aster,CoinEx,270,1417,59.0,0.949,19.1,22.3,13.1,-0.468,10.9,-8.2,0.38,14.5,9.2,7.3,untested,blocked
ADA,bybit,Deribit,270,385,16.0,0.855,18.9,21.5,6.1,-0.538,8.4,-11.2,0.41,14.0,8.3,7.9,untested,untested
ADA,bybit,Deribit,270,385,16.0,0.855,18.9,21.5,6.1,-0.538,8.4,-11.2,0.41,14.0,8.3,7.9,untested,untested
CRV,okx,Coinbase,276,1417,59.0,0.896,18.8,13.4,7.9,0.281,10.9,-7.9,0.4,14.0,8.4,7.8,untested,blocked
INJ,BingX,okx,102,1433,59.7,0.939,18.7,14.3,9.9,-0.022,10.3,-8.4,0.4,13.9,8.3,7.8,reachable,untested
ETH,okx,Nado,63,1433,59.7,0.75,18.5,11.1,0.0,0.148,7.6,-11.0,0.4,13.6,8.1,7.9,untested,reachable
DOS,aster,Bitunix,509,507,21.1,0.598,18.4,24.5,0.0,-1.347,-1.3,-39.2,0.38,13.8,8.5,7.5,untested,blocked
DOT,bitget,Coinbase,270,1417,59.0,0.82,18.0,15.0,6.6,0.007,10.9,-7.0,0.42,12.8,7.0,8.5,untested,blocked
ENA,Coinbase,dydx,1000,178,7.4,0.843,17.8,17.5,7.4,-2.918,27.6,8.6,0.4,13.0,7.4,8.2,blocked,untested
EIGEN,okx,Nado,152,189,7.9,0.984,17.7,24.5,1.5,1.008,10.9,-7.0,0.4,12.8,7.2,8.3,untested,reachable
DOS,aster,LBank,509,507,21.1,0.578,17.7,21.5,0.0,-0.475,-1.3,-34.0,0.38,13.1,7.8,7.8,untested,blocked
ENA,bybit,Kraken,540,1421,59.2,0.73,17.6,9.2,-1.7,0.189,10.9,-6.6,0.41,12.6,6.9,8.5,untested,reachable
ADA,aster,Lighter,270,1417,59.0,0.874,17.6,13.7,4.8,0.003,10.9,-8.8,0.38,12.9,7.6,7.9,untested,blocked
AKE,aster,LBank,1440,801,33.4,0.652,17.5,30.6,0.0,-0.5,46.7,17.7,0.38,12.9,7.6,7.9,untested,blocked
APT,aster,Kraken,270,1417,59.0,0.85,17.5,14.6,8.5,0.187,10.9,-6.6,0.38,12.9,7.6,7.9,untested,reachable
MEW,binance,Variational,326,801,33.4,0.995,17.5,25.6,0.0,0.342,10.9,-6.8,0.4,12.6,7.1,8.3,untested,blocked
KAITO,bitget,Bitfinex,164,185,7.7,0.697,17.4,29.6,-17.7,-3.28,10.9,-17.9,0.42,12.3,6.5,8.8,untested,untested
LTC,dydx,Lighter,1000,178,7.4,0.86,17.2,29.7,5.3,5.451,22.1,8.8,0.4,12.4,6.8,8.5,untested,blocked
ADA,aster,MEXC,270,1417,59.0,0.825,17.2,14.6,3.9,0.288,10.9,-14.9,0.38,12.6,7.3,8.1,untested,blocked
ATOM,aster,LBank,270,169,7.0,1.0,17.1,16.3,12.2,-0.527,1.9,-14.6,0.38,12.5,7.2,8.1,untested,blocked
AAPL,okx,tradeXYZ,105,1433,59.7,0.701,17.0,9.0,-3.5,0.22,0.0,5.5,0.4,12.1,6.6,8.6,untested,blocked
ESP,bybit,KuCoin,276,1153,48.0,0.572,16.8,-7.3,0.0,0.703,-24.2,-71.2,0.41,11.8,6.1,8.9,untested,reachable
AAVE,Backpack,okx,69,1433,59.7,0.882,16.6,11.5,9.1,-0.115,8.0,-8.5,0.4,11.7,6.1,8.8,reachable,untested
INJ,dydx,Coinbase,1000,1000,41.7,0.896,16.6,15.4,15.1,0.388,0.0,-16.6,0.4,11.8,6.2,8.8,untested,blocked
LTC,dydx,MEXC,1000,171,7.1,0.801,16.4,24.2,1.6,4.342,22.4,10.9,0.4,11.6,6.0,8.9,untested,blocked
UNITREE,aster,LBank,119,601,25.0,0.574,16.4,-3.8,0.0,-0.309,0.0,-10.9,0.38,11.8,6.5,8.4,untested,blocked
LTC,dydx,LBank,1000,171,7.1,0.801,16.3,24.1,1.6,4.321,22.4,10.9,0.4,11.4,5.9,8.9,untested,blocked
JASMY,bybit,Variational,150,801,33.4,0.99,16.3,23.5,12.4,0.392,10.9,-6.0,0.41,11.3,5.6,9.2,untested,blocked
AAVE,aster,Lighter,270,1417,59.0,0.934,16.2,9.9,0.4,0.095,10.9,-5.3,0.38,11.6,6.3,8.6,untested,blocked
AXS,binance,Lighter,174,1437,59.9,0.765,16.2,7.8,0.4,0.789,10.9,-5.3,0.4,11.3,5.8,9.0,untested,blocked
CBRS,bitget,KuCoin,270,1417,59.0,0.598,16.1,14.0,-10.9,0.757,0.0,-10.8,0.42,11.0,5.1,9.5,untested,reachable
DASH,bybit,Kraken,270,1417,59.0,0.747,15.7,14.3,-0.7,0.243,10.9,-4.7,0.41,10.7,5.0,9.5,untested,reachable
BOME,bitget,Crypto.com,214,1437,59.9,0.523,15.6,22.5,-49.7,-1.903,10.9,-4.6,0.42,10.5,4.6,9.8,untested,reachable
ATOM,aster,KuCoin,270,1417,59.0,0.814,15.3,12.2,5.8,-0.16,10.9,-4.4,0.38,10.7,5.4,9.0,untested,reachable
AVAX,hl,Coinbase,2156,1426,59.4,0.877,15.3,12.9,7.4,-0.156,10.9,-7.0,0.39,10.6,5.2,9.3,untested,blocked
ICP,bybit,Variational,270,169,7.0,1.0,15.2,16.2,10.0,-0.323,10.9,-4.2,0.41,10.2,4.5,9.9,untested,blocked
ICP,hl,MEXC,686,1433,59.7,0.831,15.1,9.8,4.1,0.095,10.9,-4.2,0.39,10.4,4.9,9.4,untested,blocked
AAPL,okx,KuCoin,105,1433,59.7,0.553,15.1,6.7,-10.9,0.372,0.0,10.9,0.4,10.2,4.7,9.7,untested,reachable
BCH,hl,Deribit,589,1433,59.7,0.913,15.1,16.6,15.1,0.184,10.9,-4.2,0.39,10.4,5.0,9.4,untested,untested
XLE,tradeXYZ,bitget,90,713,29.7,0.854,15.0,13.9,5.5,0.208,15.0,0.0,0.42,9.9,4.1,10.2,blocked,untested
BMT,aster,BingX,1440,529,22.0,0.652,15.0,8.4,-7.8,2.963,-16.0,-42.7,0.38,10.4,5.1,9.2,untested,reachable
LINK,hl,Deribit,2156,353,14.7,0.887,14.8,17.7,5.5,-0.084,10.9,-3.8,0.39,10.0,4.6,9.6,untested,untested
LINK,hl,Deribit,2156,353,14.7,0.887,14.8,17.7,5.5,-0.084,10.9,-3.8,0.39,10.0,4.6,9.6,untested,untested
INJ,aster,Bitunix,270,1417,59.0,0.886,14.8,12.5,7.3,-0.194,10.9,-9.4,0.38,10.2,4.9,9.4,untested,blocked
SNXX,okx,edgeX,150,833,34.7,0.553,14.8,10.8,-55.6,-1.724,0.0,1.9,0.4,9.9,4.3,9.9,untested,blocked
CHZ,aster,Bitunix,912,1433,59.7,0.69,14.8,12.3,0.0,0.424,10.9,-5.7,0.38,10.2,4.9,9.4,untested,blocked
KMNO,okx,Backpack,360,1437,59.9,0.553,14.8,31.9,0.0,1.426,10.9,-8.4,0.4,9.9,4.4,9.9,untested,reachable
LINK,hl,Kraken,2156,1426,59.4,0.862,14.7,13.6,6.9,0.264,10.9,-3.7,0.39,9.9,4.5,9.7,untested,reachable
APT,aster,LBank,270,169,7.0,0.953,14.7,13.6,10.2,0.388,10.9,-3.7,0.38,10.0,4.8,9.5,untested,blocked
AAVE,BingX,okx,69,1433,59.7,0.804,14.5,9.1,2.2,0.202,6.0,-8.5,0.4,9.7,4.1,10.0,reachable,untested
ADA,aster,Coinbase,270,1417,59.0,0.858,14.5,10.0,5.8,0.272,10.9,-3.5,0.38,9.8,4.5,9.6,untested,blocked
HOME,aster,Bitunix,1364,1437,59.9,0.614,14.2,23.3,-18.9,0.54,-70.0,-94.3,0.38,9.6,4.3,9.8,untested,blocked
ATOM,dydx,Variational,1000,171,7.1,0.673,14.2,8.7,-3.3,-1.44,0.0,-14.2,0.4,9.4,3.8,10.3,untested,blocked
GRAM,okx,MEXC,204,1437,59.9,0.602,14.2,10.0,0.0,0.016,10.9,-3.3,0.4,9.4,3.8,10.3,untested,blocked
ESP,bitget,LBank,276,801,33.4,0.714,14.2,10.0,0.0,-0.135,-48.6,-62.9,0.42,9.1,3.3,10.8,untested,blocked
AERO,okx,CoinEx,199,1433,59.7,0.841,14.1,8.6,10.9,0.338,-3.7,-14.9,0.4,9.2,3.6,10.4,untested,blocked
BCH,hl,Nado,589,1440,60.0,0.908,14.1,9.6,5.8,0.08,10.9,-3.2,0.39,9.4,3.9,10.1,untested,reachable
PENG,bybit,edgeX,98,777,32.4,0.562,14.0,8.0,-49.7,-0.142,0.0,-7.7,0.41,9.0,3.3,10.7,untested,blocked
BMT,aster,LBank,1440,801,33.4,0.64,13.8,21.9,0.0,1.138,-0.5,-26.3,0.38,9.2,3.9,10.0,untested,blocked
AAVE,hl,Variational,2156,171,7.1,0.982,13.7,12.9,10.1,0.542,10.9,-3.5,0.39,8.9,3.5,10.4,untested,blocked
ALGO,dydx,Extended,822,1018,42.4,0.97,13.7,40.9,13.7,-0.351,167.0,153.3,0.4,8.8,3.3,10.7,untested,blocked
LINK,aster,Variational,270,169,7.0,1.0,13.6,14.2,10.2,-0.739,10.9,-2.7,0.38,9.0,3.7,10.2,untested,blocked
LINK,Nado,okx,69,1433,59.7,0.916,13.5,9.8,4.7,0.061,11.0,-2.5,0.4,8.6,3.1,10.8,reachable,untested
LTC,dydx,GRVT,1000,171,7.1,0.778,13.5,22.9,0.9,4.02,22.4,10.9,0.4,8.6,3.0,10.8,untested,blocked
ETC,binance,Kraken,270,1417,59.0,0.789,13.3,11.9,2.2,-0.089,8.7,-2.4,0.4,8.5,2.9,11.0,untested,reachable
KAIA,binance,CoinEx,334,1433,59.7,0.835,13.3,22.3,10.9,0.25,10.9,-2.3,0.4,8.4,2.8,11.0,untested,blocked
PEP,bybit,Bitunix,102,281,11.7,1.0,13.3,13.3,13.3,0.0,0.0,-13.3,0.41,8.3,2.6,11.3,untested,blocked
BTC,hl,Bitunix,2156,1419,59.1,0.92,13.2,10.8,4.8,0.021,10.9,-4.5,0.39,8.4,3.0,10.8,untested,blocked
BTC,hl,Bitunix,2156,1419,59.1,0.92,13.2,10.8,4.8,0.021,10.9,-4.5,0.39,8.4,3.0,10.8,untested,blocked
BTC,hl,Bitunix,2156,1419,59.1,0.92,13.2,10.8,4.8,0.021,10.9,-4.5,0.39,8.4,3.0,10.8,untested,blocked
AAPL,okx,Kraken,105,1433,59.7,0.562,13.1,-13.2,-33.1,0.956,0.0,22.7,0.4,8.3,2.7,11.1,untested,reachable
MAGMA,aster,Bitunix,2160,1423,59.3,0.621,13.1,23.9,0.0,0.045,38.2,11.5,0.38,8.5,3.2,10.6,untested,blocked
MERL,bybit,Variational,137,801,33.4,0.95,13.1,6.9,0.0,0.066,36.8,11.7,0.41,8.1,2.4,11.4,untested,blocked
ACE,bybit,LBank,589,785,32.7,0.541,12.9,-211.0,-255.0,-1.958,-163.7,-71.4,0.41,7.9,2.2,11.6,untested,blocked
LDO,okx,BingX,73,1433,59.7,0.715,12.9,8.7,0.0,0.041,10.9,-2.0,0.4,8.1,2.5,11.3,untested,reachable
BOME,binance,KuCoin,214,1153,48.0,0.729,12.9,9.2,0.0,0.083,10.9,-2.0,0.4,8.1,2.5,11.3,untested,reachable
QQQ,bitget,Crypto.com,270,1417,59.0,0.551,12.8,7.1,-5.0,0.41,0.0,-2.1,0.42,7.7,1.9,11.9,untested,reachable
LTC,dydx,Bitunix,1000,171,7.1,0.836,12.7,23.5,2.6,2.155,22.4,10.9,0.4,7.8,2.3,11.5,untested,blocked
LTC,dydx,Bitunix,1000,171,7.1,0.836,12.7,23.5,2.6,2.155,22.4,10.9,0.4,7.8,2.3,11.5,untested,blocked
LTC,dydx,Bitunix,1000,171,7.1,0.836,12.7,23.5,2.6,2.155,22.4,10.9,0.4,7.8,2.3,11.5,untested,blocked
LDO,okx,Extended,73,1433,59.7,0.717,12.7,7.8,-0.4,0.154,10.9,-1.8,0.4,7.8,2.3,11.5,untested,blocked
AAVE,aster,MEXC,270,1417,59.0,0.892,12.6,9.2,5.9,0.027,10.9,-1.6,0.38,8.0,2.7,11.0,untested,blocked
BIO,binance,Orderly,235,1437,59.9,0.981,12.6,19.8,12.6,-0.39,10.9,-2.1,0.4,7.8,2.2,11.6,untested,reachable
KAITO,binance,Crypto.com,164,1437,59.9,0.793,12.5,5.6,12.0,0.827,10.9,-1.5,0.4,7.6,2.1,11.7,untested,reachable
KAITO,bitget,LBank,164,189,7.9,0.783,12.5,16.3,0.9,3.443,10.9,-18.2,0.42,7.4,1.5,12.3,untested,blocked
COTI,aster,Bitunix,176,176,7.3,0.83,12.4,33.2,4.4,7.309,-180.4,-194.3,0.38,7.8,2.5,11.1,untested,blocked
MAGMA,aster,MEXC,2160,1423,59.3,0.617,12.4,23.6,0.0,0.099,38.2,12.0,0.38,7.8,2.5,11.2,untested,blocked
KIOXIA,okx,Extended,180,321,13.4,0.539,12.3,16.7,-47.3,1.663,7.4,5.3,0.4,7.4,1.8,11.9,untested,blocked
ETH,hl,Bitfinex,2156,171,7.1,0.994,12.2,15.5,10.9,-0.974,10.9,-4.4,0.39,7.5,2.1,11.6,untested,untested
ETH,hl,Bitfinex,2156,171,7.1,0.994,12.2,15.5,10.9,-0.974,10.9,-4.4,0.39,7.5,2.1,11.6,untested,untested
LTC,dydx,BingX,1000,171,7.1,0.766,12.2,21.7,0.8,3.456,22.4,10.9,0.4,7.3,1.7,12.0,untested,reachable
AKE,aster,KuCoin,1440,1153,48.0,0.577,12.2,31.3,-18.3,-1.756,51.8,28.5,0.38,7.6,2.3,11.4,untested,reachable
JUP,bybit,Orderly,540,1421,59.2,0.899,12.1,9.6,7.2,-0.096,10.9,-1.1,0.41,7.1,1.4,12.4,untested,reachable
LTC,dydx,Bitfinex,1000,171,7.1,0.614,11.9,30.2,-15.1,-0.056,22.4,13.9,0.4,7.1,1.5,12.2,untested,untested
LTC,dydx,Bitfinex,1000,171,7.1,0.614,11.9,30.2,-15.1,-0.056,22.4,13.9,0.4,7.1,1.5,12.2,untested,untested
LDO,dydx,Kraken,1000,178,7.4,0.629,11.8,11.2,-16.9,-1.69,0.0,-11.8,0.4,6.9,1.3,12.4,untested,reachable
LINK,Orderly,okx,69,1433,59.7,0.782,11.7,7.7,2.1,0.037,9.2,-2.5,0.4,6.8,1.3,12.5,reachable,untested
BCH,hl,KuCoin,589,1433,59.7,0.758,11.7,6.7,0.5,0.11,10.9,-0.8,0.39,7.0,1.5,12.1,untested,reachable
LTC,dydx,HTX,1000,171,7.1,0.76,11.5,21.5,0.3,3.317,22.4,10.9,0.4,6.6,1.1,12.7,untested,reachable
BTC,Extended,dydx,1000,178,7.4,0.961,11.4,10.5,8.8,-0.175,11.4,0.0,0.4,6.5,1.0,12.8,blocked,untested
BNB,Orderly,okx,73,1433,59.7,0.883,11.4,9.5,6.9,0.03,11.0,-0.4,0.4,6.5,1.0,12.8,reachable,untested
LIT,Extended,dydx,1000,178,7.4,0.809,11.4,-21.6,11.4,20.736,11.4,0.0,0.4,6.5,1.0,12.8,blocked,untested
LIT,GRVT,binance,539,1421,59.2,0.774,11.4,13.5,10.5,-0.194,22.3,10.9,0.4,6.5,1.0,12.8,blocked,untested
SNDK,Coinbase,aster,54,176,7.3,0.778,11.4,12.1,1.8,2.32,18.4,0.0,0.38,6.8,1.5,12.2,blocked,untested
AAVE,Extended,dydx,1000,178,7.4,0.966,11.4,10.4,11.4,-0.146,11.4,0.0,0.4,6.5,1.0,12.8,blocked,untested
JUP,Extended,dydx,1000,178,7.4,0.871,11.4,1.0,8.5,5.802,11.4,0.0,0.4,6.5,1.0,12.8,blocked,untested
ADA,Extended,dydx,1000,178,7.4,0.854,11.4,7.3,5.3,0.557,11.4,0.0,0.4,6.5,1.0,12.8,blocked,untested
BTC,dydx,edgeX,1000,175,7.3,0.703,11.4,4.6,-8.2,2.77,0.0,-11.3,0.4,6.5,0.9,12.8,untested,blocked
LTC,dydx,edgeX,1000,175,7.3,0.76,11.4,41.4,0.3,6.158,22.3,10.9,0.4,6.5,1.0,12.8,untested,blocked
AXS,dydx,Bitunix,505,502,20.9,0.725,11.4,12.4,0.0,-0.665,10.9,-0.4,0.4,6.5,1.0,12.8,untested,blocked
AXS,dydx,MEXC,505,502,20.9,0.685,11.4,12.6,0.0,-0.75,10.9,-0.4,0.4,6.5,1.0,12.8,untested,blocked
BNB,ApeX,okx,73,1433,59.7,0.855,11.3,9.4,6.9,0.029,10.9,-0.4,0.4,6.5,0.9,12.9,blocked,untested
BNB,Backpack,okx,73,1433,59.7,0.881,11.3,9.6,11.3,-0.145,10.9,-0.4,0.4,6.5,0.9,12.9,reachable,untested
BNB,Pacifica,okx,73,1433,59.7,0.856,11.3,9.3,6.5,0.016,10.9,-0.4,0.4,6.5,0.9,12.9,blocked,untested
BNB,BitMEX,okx,73,1425,59.4,0.857,11.3,9.4,7.4,0.027,10.9,-0.4,0.4,6.5,0.9,12.9,reachable,untested
BNB,BitMEX,okx,73,1425,59.4,0.857,11.3,9.4,7.4,0.027,10.9,-0.4,0.4,6.5,0.9,12.9,reachable,untested
HBAR,hl,Deribit,644,185,7.7,0.995,11.3,19.3,9.4,4.347,10.9,-0.3,0.39,6.5,1.1,12.6,untested,untested
LINK,KuCoin,okx,69,1433,59.7,0.787,11.2,6.9,1.5,0.048,8.7,-2.5,0.4,6.3,0.7,13.1,reachable,untested
LINK,aster,MEXC,270,1417,59.0,0.893,11.2,8.8,7.2,0.065,10.9,-0.2,0.38,6.5,1.3,12.4,untested,blocked
ETHFI,okx,Bitunix,171,1437,59.9,0.585,11.2,4.0,0.0,0.254,10.9,-0.3,0.4,6.4,0.8,13.0,untested,blocked
INJ,bitget,Variational,270,169,7.0,1.0,11.2,11.5,3.1,0.91,10.9,-0.3,0.42,6.1,0.3,13.6,untested,blocked
ESP,bitget,MEXC,276,1437,59.9,0.615,11.2,6.4,0.0,0.222,-27.8,-34.6,0.42,6.1,0.2,13.7,untested,blocked
TSLA,Orderly,bybit,270,1417,59.0,0.887,11.0,4.5,10.9,0.064,11.0,0.0,0.41,6.0,0.3,13.7,reachable,untested
CL,Orderly,okx,258,1437,59.9,0.891,11.0,24.3,10.9,0.62,10.9,0.0,0.4,6.1,0.6,13.3,reachable,untested
AVAX,hl,Deribit,2156,361,15.0,0.92,11.0,8.8,10.2,-0.111,10.9,-0.0,0.39,6.2,0.8,13.0,untested,untested
AVAX,hl,Deribit,2156,361,15.0,0.92,11.0,8.8,10.2,-0.111,10.9,-0.0,0.39,6.2,0.8,13.0,untested,untested
